slot,timestamp,action_count,adds,removes,actions,placement_before,placement_after,demand,attachment_points,total_requests,demand_pairs,covered_pairs_after,uncovered_pairs_after,coverage_ratio_after,objective,R_nominal,B_nominal,R_wc,B_wc,Op_cost,solve_time,status
1184,1183,14,7,7,"ADD:1,1;ADD:3,0;ADD:3,7;ADD:4,7;ADD:4,8;ADD:5,9;ADD:6,4;REMOVE:0,8;REMOVE:1,7;REMOVE:3,6;REMOVE:4,3;REMOVE:5,1;REMOVE:8,8;REMOVE:9,2",0:7|8;1:7;2:7|8;3:6;4:3;5:1;6:-;7:7;8:7|8;9:2|7,0:7;1:1;2:7|8;3:0|7;4:7|8;5:9;6:4;7:7;8:7;9:7,0@0=1;0@1=1;0@4=1;1@1=1;1@3=2;1@8=2;2@0=1;2@1=1;2@4=2;2@8=2;2@2=1;2@5=2;2@6=1;2@7=2;3@0=1;3@1=4;3@5=1;3@7=2;4@1=1;4@4=1;4@3=2;4@5=2;4@6=1;4@7=1;5@1=2;5@2=1;6@4=1;7@1=2;7@4=2;7@9=1;8@1=4;8@4=1;8@3=1;8@8=1;8@2=3;8@6=1;8@9=1;9@0=1;9@1=2;9@4=2;9@8=1;9@7=2;9@9=1,"0,1,4,3,8,2,5,6,7,9",66,43,43,0,1.0,-0.14271583520535014,0.5384615384615384,0.018822626333111422,0.0,0.0,0.7,0.5873689651489258,Feasible|selected=greedy
1185,1184,15,6,9,"ADD:1,2;ADD:2,2;ADD:5,7;ADD:6,8;ADD:7,2;ADD:9,8;REMOVE:1,1;REMOVE:2,7;REMOVE:2,8;REMOVE:3,0;REMOVE:4,8;REMOVE:5,9;REMOVE:6,4;REMOVE:7,7;REMOVE:8,7",0:7;1:1;2:7|8;3:0|7;4:7|8;5:9;6:4;7:7;8:7;9:7,0:7;1:2;2:2;3:7;4:7;5:7;6:8;7:2;8:-;9:7|8,0@1=2;0@3=1;0@4=2;0@9=2;1@4=2;1@0=1;1@2=1;1@5=1;2@3=1;2@4=1;2@0=1;2@2=2;3@1=1;3@3=1;3@4=1;3@0=1;3@2=1;4@4=1;4@9=1;4@0=1;4@2=2;4@6=1;4@8=1;5@0=2;5@7=1;6@1=2;6@8=1;6@7=1;7@2=1;9@1=1;9@4=1;9@9=2;9@0=1;9@5=2;9@6=1;9@8=1,"1,3,4,9,0,2,5,6,8,7",46,36,36,0,1.0,0.10723675416969003,0.6923076923076923,0.014929061861997772,0.0,0.0,0.6,0.5474889278411865,Feasible|selected=greedy
1186,1185,12,6,6,"ADD:0,3;ADD:4,2;ADD:5,2;ADD:7,9;ADD:8,7;ADD:9,5;REMOVE:2,2;REMOVE:4,7;REMOVE:5,7;REMOVE:6,8;REMOVE:7,2;REMOVE:9,8",0:7;1:2;2:2;3:7;4:7;5:7;6:8;7:2;8:-;9:7|8,0:3|7;1:2;2:-;3:7;4:2;5:2;6:-;7:9;8:7;9:5|7,0@3=3;0@4=1;0@5=2;0@7=1;1@3=2;1@4=2;1@2=1;3@4=1;3@7=2;3@0=1;3@1=1;4@3=1;4@2=2;4@0=1;5@2=1;5@0=1;5@9=1;7@3=1;7@2=1;7@9=2;8@3=1;8@4=2;8@2=2;8@0=1;8@1=2;8@9=1;9@3=3;9@5=2;9@7=1;9@0=1;9@8=1,"3,4,5,7,2,0,1,9,8",45,31,31,0,1.0,0.03330947690875852,0.6,0.03330947690875852,0.0,0.0,0.6,0.47553515434265137,Feasible|selected=greedy
1187,1186,13,8,5,"ADD:0,8;ADD:1,5;ADD:2,6;ADD:3,2;ADD:4,7;ADD:5,7;ADD:6,8;ADD:7,8;REMOVE:0,3;REMOVE:1,2;REMOVE:5,2;REMOVE:7,9;REMOVE:9,5",0:3|7;1:2;2:-;3:7;4:2;5:2;6:-;7:9;8:7;9:5|7,0:7|8;1:5;2:6;3:2|7;4:2|7;5:7;6:8;7:8;8:7;9:7,0@0=1;0@4=1;0@5=4;0@6=1;0@7=2;0@8=1;0@9=2;1@5=1;1@2=2;2@4=2;2@6=1;2@9=1;2@1=2;3@0=2;3@5=1;3@7=2;3@8=1;3@9=3;3@2=1;3@1=2;4@0=1;4@4=1;4@5=2;4@6=2;4@8=1;4@9=2;4@2=4;4@1=2;4@3=1;5@4=1;5@6=1;5@9=1;5@3=1;6@4=2;6@7=1;6@8=1;6@2=2;7@4=4;7@5=1;7@6=1;7@2=2;8@0=1;8@4=1;8@6=1;8@7=1;8@2=1;8@3=1;9@0=2;9@4=5;9@6=2;9@9=1;9@2=6;9@3=1,"0,4,5,6,7,8,9,2,1,3",90,53,53,0,1.0,-0.28538575210335504,0.5,0.014614247896644918,0.0,0.0,0.7999999999999999,0.7000918388366699,Feasible|selected=greedy
1188,1187,12,6,6,"ADD:1,7;ADD:2,7;ADD:4,8;ADD:6,7;ADD:7,7;ADD:8,2;REMOVE:0,8;REMOVE:1,5;REMOVE:2,6;REMOVE:3,2;REMOVE:4,2;REMOVE:8,7",0:7|8;1:5;2:6;3:2|7;4:2|7;5:7;6:8;7:8;8:7;9:7,0:7;1:7;2:7;3:7;4:7|8;5:7;6:7|8;7:7|8;8:2;9:7,0@1=2;0@2=4;0@4=2;0@9=2;1@1=1;1@4=3;1@9=1;1@3=2;1@6=1;1@7=1;1@8=1;2@1=1;2@2=1;2@4=3;2@9=1;2@7=2;2@8=1;2@0=1;3@1=1;3@2=2;3@4=3;3@9=1;3@3=1;3@7=2;3@8=1;4@1=1;4@2=1;4@4=2;4@9=2;4@7=1;4@8=1;4@5=1;5@1=2;5@2=1;5@4=2;5@9=1;5@3=1;6@1=1;6@4=2;6@9=2;6@8=2;6@5=1;7@1=1;7@2=1;7@4=1;7@3=1;7@6=2;7@7=2;7@8=1;7@5=1;8@2=1;8@4=2;8@3=2;8@7=1;8@5=1;9@1=2;9@2=2;9@4=3;9@9=1;9@3=3;9@6=2;9@8=3,"1,2,4,9,3,6,7,8,0,5",98,62,62,0,1.0,-0.12517683470000562,0.46153846153846156,0.013284703761532795,0.0,0.0,0.6,0.7683279514312744,Feasible|selected=greedy
1189,1188,10,6,4,"ADD:0,2;ADD:2,8;ADD:7,2;ADD:8,7;ADD:8,8;ADD:9,2;REMOVE:2,7;REMOVE:6,8;REMOVE:7,8;REMOVE:8,2",0:7;1:7;2:7;3:7;4:7|8;5:7;6:7|8;7:7|8;8:2;9:7,0:2|7;1:7;2:8;3:7;4:7|8;5:7;6:7;7:2|7;8:7|8;9:2|7,0@0=1;0@1=1;0@2=4;0@4=2;0@5=1;0@6=1;0@9=1;1@0=4;1@1=2;1@4=1;1@6=1;1@9=1;1@3=2;1@7=1;1@8=2;2@1=1;2@2=2;2@4=3;2@5=3;3@0=3;3@1=1;3@2=1;3@4=1;3@9=1;3@7=1;4@1=1;4@2=2;4@4=1;4@5=2;4@6=1;4@3=1;4@7=1;4@8=1;5@1=1;5@4=1;5@3=1;6@0=2;6@1=2;6@2=1;6@6=1;7@0=1;7@1=2;7@2=1;7@4=1;7@5=1;7@9=1;7@3=1;7@8=1;8@0=1;8@1=1;8@2=2;8@4=2;8@5=1;8@6=1;8@9=1;8@8=1;9@0=1;9@1=3;9@2=3;9@4=1;9@5=1;9@9=1;9@3=1;9@7=1;9@8=3,"0,1,2,4,5,6,9,3,7,8",95,65,65,0,1.0,-0.2771761114094933,0.3076923076923077,0.015131580898199012,0.0,0.0,0.6,0.7329831123352051,Feasible|selected=greedy
1190,1189,16,8,8,"ADD:0,8;ADD:1,8;ADD:2,7;ADD:3,2;ADD:3,8;ADD:4,2;ADD:5,4;ADD:6,6;REMOVE:0,7;REMOVE:3,7;REMOVE:4,7;REMOVE:4,8;REMOVE:5,7;REMOVE:6,7;REMOVE:7,2;REMOVE:8,8",0:2|7;1:7;2:8;3:7;4:7|8;5:7;6:7;7:2|7;8:7|8;9:2|7,0:2|8;1:7|8;2:7|8;3:2|8;4:2;5:4;6:6;7:7;8:7;9:2|7,0@0=1;0@1=2;0@2=1;0@4=2;0@5=1;1@0=1;1@1=1;1@4=1;1@5=2;1@3=1;1@8=1;2@2=2;2@5=1;2@8=1;2@6=1;2@7=2;2@9=1;3@2=2;3@5=2;3@8=2;3@6=1;3@9=1;4@0=1;4@2=2;4@4=3;4@5=1;4@8=1;5@4=1;6@4=1;6@6=2;7@1=1;7@2=1;7@4=1;7@6=1;7@7=1;7@9=1;8@1=2;8@2=1;8@4=1;8@6=1;8@7=1;9@0=2;9@2=4;9@4=1;9@5=2;9@3=1;9@8=1;9@6=1;9@7=1,"0,1,2,4,5,3,8,6,7,9",67,49,49,0,1.0,-0.23441809826237914,0.5333333333333333,0.03224856840428748,0.0,0.0,0.7999999999999999,0.5932910442352295,Feasible|selected=greedy
1191,1190,17,8,9,"ADD:0,7;ADD:1,3;ADD:2,2;ADD:3,7;ADD:5,5;ADD:6,8;ADD:7,8;ADD:8,2;REMOVE:0,8;REMOVE:1,8;REMOVE:2,8;REMOVE:3,8;REMOVE:5,4;REMOVE:6,6;REMOVE:7,7;REMOVE:8,7;REMOVE:9,7",0:2|8;1:7|8;2:7|8;3:2|8;4:2;5:4;6:6;7:7;8:7;9:2|7,0:2|7;1:3|7;2:2|7;3:2|7;4:2;5:5;6:8;7:8;8:2;9:2,0@0=1;0@2=5;0@3=2;0@4=4;0@5=1;0@6=1;1@2=3;1@3=1;1@5=1;1@6=1;1@1=2;1@7=1;2@2=5;2@3=1;2@4=3;2@5=2;2@1=2;2@7=3;2@8=1;2@9=3;3@0=1;3@2=1;3@3=2;3@4=1;3@5=1;3@1=1;3@7=1;4@0=1;4@2=1;4@3=1;4@4=4;5@5=1;6@1=1;6@8=1;7@2=3;7@6=1;7@1=1;7@8=1;8@2=4;8@3=1;8@4=2;8@5=1;8@7=1;8@8=1;8@9=1;9@0=1;9@2=2;9@4=2;9@5=1;9@7=1;9@9=2,"0,2,3,4,5,6,1,7,8,9",87,51,51,0,1.0,-0.17038567082276246,0.6,0.029614329177237532,0.0,0.0,0.7999999999999999,0.6090137958526611,Feasible|selected=greedy
1192,1191,15,6,9,"ADD:1,2;ADD:4,7;ADD:5,8;ADD:7,3;ADD:8,8;ADD:9,7;REMOVE:0,2;REMOVE:1,3;REMOVE:1,7;REMOVE:2,7;REMOVE:3,7;REMOVE:4,2;REMOVE:5,5;REMOVE:7,8;REMOVE:8,2",0:2|7;1:3|7;2:2|7;3:2|7;4:2;5:5;6:8;7:8;8:2;9:2,0:7;1:2;2:2;3:2;4:7;5:8;6:8;7:3;8:8;9:2|7,0@1=1;0@7=1;1@7=2;1@2=2;1@4=1;1@5=1;2@2=1;2@4=1;2@3=1;2@8=1;3@2=1;3@4=1;3@8=1;3@0=1;3@9=1;4@1=1;4@7=1;4@4=3;4@3=1;4@8=1;4@6=1;5@4=1;5@5=1;5@6=1;6@7=1;6@2=2;6@8=2;6@6=2;7@1=1;7@2=1;7@3=1;8@2=2;8@4=1;8@8=1;9@1=1;9@7=1;9@2=2;9@4=1;9@5=1;9@3=3;9@0=1;9@9=1;9@6=2,"1,7,2,4,5,3,8,0,9,6",55,43,43,0,1.0,0.06740915783561274,0.6428571428571429,0.02455201497846976,0.0,0.0,0.6,0.6347541809082031,Feasible|selected=greedy
1193,1192,15,7,8,"ADD:0,8;ADD:1,7;ADD:3,7;ADD:4,9;ADD:5,2;ADD:7,9;ADD:8,7;REMOVE:1,2;REMOVE:2,2;REMOVE:3,2;REMOVE:4,7;REMOVE:5,8;REMOVE:7,3;REMOVE:8,8;REMOVE:9,2",0:7;1:2;2:2;3:2;4:7;5:8;6:8;7:3;8:8;9:2|7,0:7|8;1:7;2:-;3:7;4:9;5:2;6:8;7:9;8:7;9:7,0@1=1;0@3=1;0@4=4;0@5=3;0@7=1;0@8=1;1@1=2;1@4=1;1@8=2;1@0=1;1@9=1;3@1=1;3@4=3;3@7=1;4@3=3;4@7=2;4@9=1;4@2=1;4@6=2;5@4=1;5@5=1;5@8=1;5@0=1;5@2=1;6@4=2;6@5=1;7@1=1;7@9=1;8@3=1;8@4=1;8@7=1;8@0=1;8@2=2;9@1=6;9@3=1;9@4=1;9@7=1;9@0=1;9@2=1;9@6=2,"1,3,4,5,7,8,0,9,2,6",61,40,40,0,1.0,0.03955867202548735,0.7272727272727273,0.01228594475276006,0.0,0.0,0.7,0.5555591583251953,Feasible|selected=greedy
1194,1193,15,9,6,"ADD:1,2;ADD:2,7;ADD:3,2;ADD:3,8;ADD:4,2;ADD:5,8;ADD:6,2;ADD:7,2;ADD:9,8;REMOVE:0,8;REMOVE:3,7;REMOVE:4,9;REMOVE:5,2;REMOVE:6,8;REMOVE:7,9",0:7|8;1:7;2:-;3:7;4:9;5:2;6:8;7:9;8:7;9:7,0:7;1:2|7;2:7;3:2|8;4:2;5:8;6:2;7:2;8:7;9:7|8,0@0=1;0@1=4;0@2=4;0@3=2;0@4=5;0@8=1;1@0=1;1@1=3;1@2=2;1@3=2;1@4=2;1@5=3;1@6=2;1@9=3;2@0=2;2@1=1;2@2=2;2@3=1;2@4=2;2@6=1;2@9=1;2@7=2;3@1=1;3@2=2;3@8=1;3@5=2;3@9=1;4@0=1;4@2=1;4@3=1;4@4=2;4@5=2;4@9=2;5@1=1;5@5=1;6@2=2;6@5=1;6@9=1;7@2=3;7@3=1;7@4=1;7@9=1;8@1=1;8@3=1;8@4=2;8@8=1;8@9=1;9@0=1;9@1=3;9@2=5;9@4=6;9@5=1;9@6=1;9@7=1,"0,1,2,3,4,8,5,6,9,7",99,54,54,0,1.0,-0.28495539268712233,0.6,0.015044607312877569,0.0,0.0,0.8999999999999999,0.7359039783477783,Feasible|selected=greedy
1195,1194,18,9,9,"ADD:0,2;ADD:1,8;ADD:2,8;ADD:3,9;ADD:4,7;ADD:6,7;ADD:7,6;ADD:8,2;ADD:9,2;REMOVE:0,7;REMOVE:1,2;REMOVE:1,7;REMOVE:3,2;REMOVE:3,8;REMOVE:4,2;REMOVE:6,2;REMOVE:7,2;REMOVE:9,8",0:7;1:2|7;2:7;3:2|8;4:2;5:8;6:2;7:2;8:7;9:7|8,0:2;1:8;2:7|8;3:9;4:7;5:8;6:7;7:6;8:2|7;9:2|7,0@0=1;0@2=2;0@4=1;0@8=1;1@4=3;1@1=4;1@5=1;1@6=2;2@2=2;2@4=4;2@8=3;2@1=2;2@5=2;2@3=3;2@7=1;3@2=3;3@6=2;3@7=1;3@9=2;4@4=3;4@8=1;4@1=1;4@3=1;4@9=1;5@1=4;5@5=1;6@4=1;6@8=3;6@1=1;6@6=1;6@3=1;7@8=1;7@1=3;7@6=2;7@9=1;8@0=1;8@2=2;8@4=1;8@1=3;8@5=2;8@6=3;8@3=2;8@7=2;8@9=1;9@0=2;9@2=3;9@4=4;9@1=2;9@5=3;9@6=1;9@7=2;9@9=1,"0,2,4,8,1,5,6,3,7,9",101,52,52,0,1.0,-0.18945816557391304,0.6923076923076923,0.018234142118394563,0.0,0.0,0.8999999999999999,0.655322790145874,Feasible|selected=greedy
1196,1195,7,3,4,"ADD:0,7;ADD:3,7;ADD:7,7;REMOVE:0,2;REMOVE:3,9;REMOVE:7,6;REMOVE:8,2",0:2;1:8;2:7|8;3:9;4:7;5:8;6:7;7:6;8:2|7;9:2|7,0:7;1:8;2:7|8;3:7;4:7;5:8;6:7;7:7;8:7;9:2|7,0@0=1;0@1=2;0@2=1;0@3=1;0@4=1;0@8=1;0@9=1;1@1=2;1@2=1;1@8=1;1@5=1;1@7=1;2@0=1;2@1=2;2@2=1;2@3=1;2@4=4;2@8=3;2@5=2;2@6=1;3@1=1;3@3=1;3@7=1;4@0=1;4@2=1;4@8=1;4@9=1;4@7=1;4@6=1;5@1=1;5@4=1;5@8=1;6@0=1;6@6=1;7@0=1;7@3=2;7@4=3;7@8=1;7@7=1;8@0=3;8@1=1;8@2=2;8@4=1;9@0=2;9@1=1;9@2=2;9@3=2;9@4=2;9@8=1;9@5=2;9@7=1,"0,1,2,3,4,8,9,5,7,6",71,51,51,0,1.0,0.0222559775567861,0.3076923076923077,0.014563669864478412,0.0,0.0,0.30000000000000004,0.6264729499816895,Feasible|selected=greedy
1197,1196,14,7,7,"ADD:0,8;ADD:4,2;ADD:5,1;ADD:6,2;ADD:7,8;ADD:9,3;ADD:9,9;REMOVE:0,7;REMOVE:4,7;REMOVE:5,8;REMOVE:6,7;REMOVE:7,7;REMOVE:9,2;REMOVE:9,7",0:7;1:8;2:7|8;3:7;4:7;5:8;6:7;7:7;8:7;9:2|7,0:8;1:8;2:7|8;3:7;4:2;5:1;6:2;7:8;8:7;9:3|9,0@1=1;0@2=2;0@4=2;0@5=1;0@7=1;1@1=2;1@5=1;2@1=2;2@2=1;2@4=6;2@5=1;2@7=1;2@6=2;2@8=2;2@9=2;3@2=2;3@4=1;3@7=1;3@3=2;4@2=1;4@4=2;4@9=1;4@3=1;5@1=1;6@2=1;6@4=2;6@3=1;7@1=3;7@2=1;7@4=1;7@5=1;7@8=1;8@1=1;8@4=1;8@9=1;9@1=2;9@2=3;9@5=1;9@6=1;9@3=1,"1,2,4,5,7,6,8,9,3",61,40,40,0,1.0,-0.10235287047480857,0.5833333333333334,0.014313796191857965,0.0,0.0,0.7,0.528904914855957,Feasible|selected=greedy
1198,1197,17,8,9,"ADD:0,7;ADD:1,7;ADD:2,2;ADD:3,1;ADD:4,3;ADD:5,7;ADD:8,8;ADD:9,7;REMOVE:1,8;REMOVE:2,7;REMOVE:2,8;REMOVE:3,7;REMOVE:4,2;REMOVE:5,1;REMOVE:8,7;REMOVE:9,3;REMOVE:9,9",0:8;1:8;2:7|8;3:7;4:2;5:1;6:2;7:8;8:7;9:3|9,0:7|8;1:7;2:2;3:1;4:3;5:7;6:2;7:8;8:8;9:7,0@0=1;0@1=1;0@3=1;0@4=1;0@5=1;0@6=1;0@7=1;1@0=1;1@1=3;1@3=1;1@4=1;1@7=2;1@2=2;2@4=2;2@5=1;2@7=2;2@2=3;2@9=1;3@1=2;3@9=1;3@8=1;4@1=1;4@3=1;4@2=1;5@0=1;5@4=1;5@7=1;5@2=3;6@2=1;7@1=1;7@5=1;7@7=1;8@1=2;8@4=2;8@6=1;8@8=1;9@0=1;9@4=2;9@7=1;9@2=1;9@8=1,"0,1,3,4,5,6,7,2,9,8",55,41,41,0,1.0,-0.027402415913404865,0.75,0.022597584086595016,0.0,0.0,0.7999999999999999,0.620049238204956,Feasible|selected=greedy
1199,1198,15,8,7,"ADD:1,2;ADD:2,8;ADD:3,3;ADD:3,7;ADD:4,4;ADD:6,5;ADD:7,5;ADD:8,3;REMOVE:0,7;REMOVE:2,2;REMOVE:3,1;REMOVE:4,3;REMOVE:6,2;REMOVE:7,8;REMOVE:8,8",0:7|8;1:7;2:2;3:1;4:3;5:7;6:2;7:8;8:8;9:7,0:8;1:2|7;2:8;3:3|7;4:4;5:7;6:5;7:5;8:3;9:7,0@1=1;0@2=1;0@4=1;0@6=1;1@2=3;1@6=1;1@0=1;1@3=1;1@5=1;1@7=1;1@9=1;2@4=1;2@5=2;2@7=1;2@8=1;3@1=3;3@0=2;3@5=1;3@7=1;3@9=2;4@4=1;5@1=2;5@6=2;5@0=1;5@7=1;6@5=1;7@5=2;8@1=1;8@5=1;8@9=1;9@1=2;9@2=1;9@4=2;9@0=2;9@7=1;9@9=1,"1,2,4,6,0,3,5,7,9,8",49,36,36,0,1.0,-0.14076509157662953,0.6363636363636364,0.022871272059734066,0.0,0.0,0.7999999999999999,0.5146498680114746,Feasible|selected=greedy
1200,1199,18,9,9,"ADD:0,7;ADD:1,8;ADD:2,7;ADD:4,9;ADD:6,2;ADD:7,9;ADD:8,2;ADD:8,9;ADD:9,8;REMOVE:0,8;REMOVE:1,2;REMOVE:1,7;REMOVE:2,8;REMOVE:3,3;REMOVE:4,4;REMOVE:6,5;REMOVE:7,5;REMOVE:8,3",0:8;1:2|7;2:8;3:3|7;4:4;5:7;6:5;7:5;8:3;9:7,0:7;1:8;2:7;3:7;4:9;5:7;6:2;7:9;8:2|9;9:7|8,0@0=2;0@2=1;0@3=2;0@4=2;0@7=1;0@9=2;1@2=1;1@1=2;1@5=1;1@6=1;2@2=2;2@3=1;2@9=2;2@1=1;2@6=1;2@8=1;3@3=1;3@9=1;3@6=2;3@8=1;4@2=1;4@3=1;4@1=1;4@6=1;5@0=1;5@2=1;5@1=1;6@2=1;6@9=1;6@5=2;7@2=1;7@6=3;8@2=2;8@4=2;8@9=1;8@5=2;8@6=1;9@0=1;9@2=2;9@7=3;9@1=2;9@5=1;9@6=1,"0,2,3,4,7,9,1,5,6,8",61,43,43,0,1.0,-0.1364478019270331,0.75,0.01355219807296678,0.0,0.0,0.8999999999999999,0.662804126739502,Feasible|selected=greedy
1201,1200,17,9,8,"ADD:0,2;ADD:1,2;ADD:1,7;ADD:4,2;ADD:4,7;ADD:5,9;ADD:6,7;ADD:7,7;ADD:8,7;REMOVE:1,8;REMOVE:4,9;REMOVE:5,7;REMOVE:6,2;REMOVE:7,9;REMOVE:8,2;REMOVE:8,9;REMOVE:9,8",0:7;1:8;2:7;3:7;4:9;5:7;6:2;7:9;8:2|9;9:7|8,0:2|7;1:2|7;2:7;3:7;4:2|7;5:9;6:7;7:7;8:7;9:7,0@0=3;0@1=2;0@2=1;0@4=1;0@5=2;0@6=1;0@9=2;1@0=2;1@2=2;1@4=1;1@5=1;1@6=1;1@7=1;2@0=1;2@1=3;2@2=1;2@4=2;2@9=1;2@7=1;2@3=1;3@0=1;3@2=3;3@4=3;3@6=1;3@7=2;3@3=1;4@0=1;4@1=1;4@2=2;4@4=3;4@5=2;4@7=2;4@3=1;4@8=3;5@9=2;6@0=1;6@1=1;6@2=1;6@6=1;6@7=2;6@8=1;7@0=1;7@1=2;7@2=1;7@9=2;7@3=2;7@8=2;8@0=1;8@4=1;8@6=1;8@9=1;8@7=1;8@3=1;9@0=3;9@1=1;9@2=6;9@6=2;9@9=2;9@7=1;9@8=1,"0,1,2,4,5,6,9,7,3,8",97,60,60,0,1.0,-0.21521085128166606,0.6666666666666666,0.01812248205166725,0.0,0.0,0.8999999999999999,0.7280480861663818,Feasible|selected=greedy
1202,1201,10,5,5,"ADD:1,8;ADD:2,2;ADD:3,2;ADD:5,7;ADD:9,8;REMOVE:0,2;REMOVE:1,2;REMOVE:3,7;REMOVE:4,2;REMOVE:5,9",0:2|7;1:2|7;2:7;3:7;4:2|7;5:9;6:7;7:7;8:7;9:7,0:7;1:7|8;2:2|7;3:2;4:7;5:7;6:7;7:7;8:7;9:7|8,0@1=2;0@2=3;0@3=1;0@6=2;0@7=2;1@1=1;1@2=1;1@3=2;1@6=1;1@7=1;1@4=1;1@5=1;1@8=1;2@1=2;2@2=2;2@3=2;2@5=2;2@8=2;2@0=1;2@9=3;3@2=4;3@3=1;3@4=4;3@5=1;3@8=1;3@0=1;4@1=2;4@2=4;4@3=1;4@7=1;4@4=4;4@9=1;5@4=1;5@0=2;6@3=1;6@6=1;6@7=2;6@4=2;6@0=1;6@9=1;7@2=1;7@6=1;7@7=1;7@4=1;7@8=1;7@9=1;8@1=1;8@2=5;8@3=3;8@6=1;8@7=1;8@8=1;8@0=3;8@9=3;9@1=1;9@3=1;9@4=3;9@5=2;9@8=2;9@0=1,"1,2,3,6,7,4,5,8,0,9",103,60,60,0,1.0,-0.09769779978172338,0.38461538461538464,0.017686815602891995,0.0,0.0,0.5,0.6987559795379639,Feasible|selected=greedy
1203,1202,12,5,7,"ADD:3,8;ADD:5,4;ADD:6,8;ADD:7,8;ADD:9,2;REMOVE:1,7;REMOVE:2,2;REMOVE:3,2;REMOVE:5,7;REMOVE:6,7;REMOVE:7,7;REMOVE:9,7",0:7;1:7|8;2:2|7;3:2;4:7;5:7;6:7;7:7;8:7;9:7|8,0:7;1:8;2:7;3:8;4:7;5:4;6:8;7:8;8:7;9:2|8,0@0=1;0@2=1;0@4=1;0@6=1;0@8=1;1@2=2;1@4=3;1@8=2;1@1=2;1@5=1;1@7=2;2@2=3;2@4=1;2@8=2;2@1=2;2@7=1;2@3=1;2@9=2;3@2=1;3@6=1;3@1=2;3@5=1;4@0=2;4@4=3;4@6=1;4@7=1;5@4=2;6@2=3;6@4=1;6@6=2;6@1=1;6@5=1;7@2=3;7@4=4;7@8=1;7@1=1;7@5=1;8@2=2;8@4=2;8@6=1;8@1=1;8@9=1;9@2=1;9@4=4;9@6=1;9@8=1;9@5=2;9@3=3;9@9=2,"0,2,4,6,8,1,5,7,3,9",82,49,49,0,1.0,0.04924082858258916,0.5384615384615384,0.01077929012105071,0.0,0.0,0.5,0.6032369136810303,Feasible|selected=greedy
1204,1203,15,8,7,"ADD:2,9;ADD:3,7;ADD:4,2;ADD:4,3;ADD:6,7;ADD:7,7;ADD:8,8;ADD:9,7;REMOVE:2,7;REMOVE:3,8;REMOVE:4,7;REMOVE:6,8;REMOVE:7,8;REMOVE:8,7;REMOVE:9,8",0:7;1:8;2:7;3:8;4:7;5:4;6:8;7:8;8:7;9:2|8,0:7;1:8;2:9;3:7;4:2|3;5:4;6:7;7:7;8:8;9:2|7,0@0=1;0@1=3;0@2=2;0@4=2;0@9=1;1@2=2;1@4=1;1@6=1;1@7=1;1@8=1;2@1=1;2@2=1;2@6=1;2@3=1;3@2=2;3@4=1;3@6=1;3@7=1;3@8=1;3@3=1;4@1=1;4@2=2;4@4=2;4@3=1;4@5=2;5@2=1;5@8=1;6@0=1;6@1=1;6@2=2;6@4=1;6@3=1;7@4=1;7@6=3;7@3=1;8@1=1;8@2=2;8@4=3;8@6=1;9@0=1;9@1=2;9@2=4;9@4=1;9@9=1;9@7=1;9@8=2;9@3=2;9@5=2,"0,1,2,4,9,6,7,8,3,5",70,48,48,0,1.0,-0.14778127156730247,0.6363636363636364,0.015855092069061074,0.0,0.0,0.7999999999999999,0.623039960861206,Feasible|selected=greedy
1205,1204,15,7,8,"ADD:0,8;ADD:1,6;ADD:2,2;ADD:3,2;ADD:4,7;ADD:5,9;ADD:8,7;REMOVE:0,7;REMOVE:2,9;REMOVE:3,7;REMOVE:4,2;REMOVE:4,3;REMOVE:5,4;REMOVE:8,8;REMOVE:9,2",0:7;1:8;2:9;3:7;4:2|3;5:4;6:7;7:7;8:8;9:2|7,0:8;1:6|8;2:2;3:2;4:7;5:9;6:7;7:7;8:7;9:7,0@2=2;0@4=2;0@5=1;0@8=1;1@4=1;1@5=1;1@1=2;1@6=1;1@9=1;2@2=1;2@4=3;2@5=1;2@9=1;2@7=1;3@2=1;3@4=1;3@5=2;3@9=1;4@4=4;4@1=1;4@3=2;5@2=2;5@6=1;6@4=1;6@3=1;7@4=1;7@1=1;7@7=3;8@2=1;8@4=2;8@1=2;8@6=1;8@9=2;9@2=3;9@8=1;9@7=2;9@3=2,"2,4,5,8,1,6,9,7,3",57,37,37,0,1.0,-0.01765581644174019,0.6666666666666666,0.015677516891593104,0.0,0.0,0.7,0.5630841255187988,Feasible|selected=greedy
